file,offset,budget,pinned,japanese,english
06185.sfm,0x6BB3,22,,ほぼ、合ってんだけどな,"That's almost right, but..."
06185.sfm,0x6BCA,6,,速すぎ,Too fast.
06185.sfm,0x6BD1,24,,ムリに横文字を使うなって,Don't force fancy words in.
06185.sfm,0x6BEA,24,,まぁ、覚えてても損だよな,"Well, remembering it wouldn't
have hurt."
06185.sfm,0x6C03,96,,"ノイシュタットのバーで
バーテンが選んだ俺に合うカクテルは
「失恋傷心やけ酒トリプルバスター」と？","At the bar in Neuestadt, the bartender
picked a cocktail that suits me:
'Heartbreak Drowning-Sorrows
Triple Buster' and...?"
06185.sfm,0x6C64,18,,リキュール哀羅武憂,Liqueur Heartrend Amour
06185.sfm,0x6C8A,18,,リキュール哀雷苦憂,Liqueur Heartrend Armor
06185.sfm,0x6C9D,16,,リキュール哀煮重,Liqueur Heartrend Amok
06185.sfm,0x6CAE,24,,毒みたいな名前だよな････,Sounds like poison...
06185.sfm,0x6CC7,20,,はら下しそうだな････,That'd give me the runs...
06185.sfm,0x6CDC,40,,"やっぱ、俺には似合わねぇよな？
<size:00000180>な？","It really doesn't suit me, right?
<size:00000180>Right?"
06185.sfm,0x6D05,72,,"ノイシュタットの商人に頼まれ
オベロン社廃坑でみつけた宝物は
なんだった？","What was the treasure we found in the
Oberon Abandoned Mine at the request
of the Neuestadt merchant?"
06185.sfm,0x6D4E,4,,金貨,Gold coins
06185.sfm,0x6D53,4,,王冠,A crown
06185.sfm,0x6D5D,50,,"そうそう！
あの商人のくやしがる顔
見物だったよな！","Yeah, yeah!
That merchant's frustrated face
was a sight to see!"
06185.sfm,0x6D90,48,,"金貨だったら
あの商人も喜んだかも
しれねぇけどな","If it'd been gold coins, that
merchant might've been happy."
06185.sfm,0x6DC1,29,,"そんなもん
でてこないだろ････","Nothing like that's
gonna turn up..."
06185.sfm,0x6DDF,22,,持って帰れるのか････？,Can you even carry that home...?
06185.sfm,0x6DF6,30,,おいおい、忘れちまったのかよ！,"Hey, hey, you forgot!?"
06185.sfm,0x6E15,63,,"スノーフリアの寄り合い所にある
「今月の収支表」赤字なのは何か？","On the 'Monthly Income Statement' at the
Snowfria meeting hall, what's in the red?"
06185.sfm,0x6E55,6,,シャケ,Salmon
06185.sfm,0x6E5C,6,,マグロ,Tuna
06185.sfm,0x6E63,4,,タイ,Sea Bream
06185.sfm,0x6E68,4,,サバ,Mackerel
06185.sfm,0x6E6D,54,,"魚が豊富にとれそうな
あんなところでも
赤字になるんだな","Even a place with fish that
plentiful can go into
the red, huh."
06185.sfm,0x6EA4,22,,さすがにおぼえてないか,Guess you wouldn't remember that.
06185.sfm,0x6EBB,14,,難しかったか？,Too hard?
06185.sfm,0x6ECA,14,,違うんだよなぁ,"Nope, that's not it."
06185.sfm,0x6ED9,26,,問題がマニアックすぎたか？,Was that question too obscure?
06185.sfm,0x6EF4,55,,"ハイデルベルクの旧市街と
新市街を隔てる門の名前は何か？","What's the name of the gate that
separates Heidelberg's old town
from the new town?"
06185.sfm,0x6F2C,6,,復興門,Reconstruction Gate
06185.sfm,0x6F3A,8,,正解！だ,Correct!
06185.sfm,0x6F43,41,,"ハイデルベルグ名物と
言えば木彫りの････？","Heidelberg's famous specialty
is the wood-carved...?"
06185.sfm,0x6F6D,14,,カンバラーベア,Kumbara Bear
06185.sfm,0x6F7C,10,,オウルベア,Owlbear
06185.sfm,0x6F87,12,,ウェアウルフ,Werewolf
06185.sfm,0x6F94,12,,ビッグフット,Bigfoot
06185.sfm,0x6FA1,40,,"正解！！
それにしても人気あるのか？
コレ","Correct!!
But are those things
actually popular?"
06185.sfm,0x6FCA,10,,惜しいな！,Close!
06185.sfm,0x6FD5,10,,違うって！,No way!
06185.sfm,0x7010,31,,"タイムリミットだぜ
残念だったな","Time limit's up.
Too bad."
06185.sfm,0x7030,6,,**問題,**Question
06185.sfm,0x7037,8,,**正解！,**Correct!
06185.sfm,0x7040,12,,**正解！です,**Correct!
06186.sfm,0x2684,15,,**間違い1,**Wrong 1
06186.sfm,0x2694,15,,**間違い2,**Wrong 2
06186.sfm,0x26A4,15,,**間違い3,**Wrong 3
06186.sfm,0x26B4,15,,**間違い4,**Wrong 4
06186.sfm,0x26C4,15,,**間違い5,**Wrong 5
06186.sfm,0x26D4,15,,**間違い6,**Wrong 6
06186.sfm,0x26E4,31,,**間違い7,**Wrong 7
06186.sfm,0x2704,15,,**間違いです1,**That's wrong 1
06186.sfm,0x2714,15,,**間違いです2,**That's wrong 2
06186.sfm,0x2724,15,,**間違いです3,**That's wrong 3
06186.sfm,0x2734,15,,**間違いです4,**That's wrong 4
06186.sfm,0x2744,15,,**間違いです5,**That's wrong 5
06186.sfm,0x2754,15,,**間違いです6,**That's wrong 6
06186.sfm,0x2764,15,,**間違いです7,**That's wrong 7
06186.sfm,0x277A,18,,「せいかい」を選べ,Pick 'Correct'.
06186.sfm,0x278D,8,,せいかい,Correct
06186.sfm,0x2796,10,,まちがい１,Wrong 1
06186.sfm,0x27A1,10,,まちがい２,Wrong 2
06186.sfm,0x27AC,10,,まちがい３,Wrong 3
06186.sfm,0x27B7,12,,せいかいです,That's correct.
06186.sfm,0x27C4,14,,まちがい１です,That's wrong 1.
06186.sfm,0x27D3,14,,まちがい２です,That's wrong 2.
06186.sfm,0x27E2,14,,まちがい３です,That's wrong 3.
06186.sfm,0x27F1,8,,時間切れ,Time's up.
06186.sfm,0x27FA,46,,"剣術と弓術の 
両方が使えたキャラクターは誰だ？","Which character could use 
both swords and bows?"
06186.sfm,0x2829,10,,ウッドロウ,Garr
06186.sfm,0x2834,6,,スタン,Stahn
06186.sfm,0x283B,8,,ルーティ,Rutee
06186.sfm,0x2844,6,,リオン,Leon
06186.sfm,0x284B,6,,マリー,Mary
06186.sfm,0x2852,10,,チェルシー,Chelsea
06186.sfm,0x285D,99,,"さらに彼は
ソーディアンの使い手のひとり
だったから、晶術も発動できた
正に万能型の戦士というわけだな","On top of that, he was one of
the Swordian Masters, so he could
use magic artes too. A truly
all-round warrior."
06186.sfm,0x28C1,4,,違う,Wrong.
06186.sfm,0x28C6,10,,時間切れだ,Time's up.
06186.sfm,0x28D1,123,,"あらゆる「くだもの」で作るデザート、
グルメ「女王甘々」
だが、このグルメの材料として
必要のない「くだもの」もある。それは？","The gourmet dish 'Sweet Queen' is a
dessert made from all kinds of fruit,
but one of these fruits is not
needed for it. Which?"
06186.sfm,0x294D,6,,レモン,Lemon
06186.sfm,0x2954,8,,ドリアン,Durian
06186.sfm,0x295D,8,,プルーン,Prune
06186.sfm,0x2966,8,,アセロラ,Acerola
06186.sfm,0x296F,6,,リンゴ,Apple
06186.sfm,0x2976,6,,パイン,Pineapple
06186.sfm,0x297D,6,,メロン,Melon
06186.sfm,0x2984,105,,"他に、「かき」や「くり」も
女王甘々には必要ない「くだもの」だな
これらは単品でフードサックに
入れるといい","'Persimmon' and 'Chestnut' aren't
needed for Sweet Queen either.
Better to put those in the
Food Sack on their own."
06186.sfm,0x29EE,93,,"スタンが、ある本棚を調べると
「大人の本」を見つける
この本を読んでしまったら、
彼はどうなる？","When Stahn examines a certain
bookshelf, he finds an 'adult book'.
If he reads it, what
happens to him?"
06186.sfm,0x2A4C,20,,フィリアにたたかれる,Philia smacks him
06186.sfm,0x2A61,20,,ルーティにしばかれる,Rutee beats him up
06186.sfm,0x2A76,20,,リオンに電撃をくらう,Leon zaps him
06186.sfm,0x2A8B,20,,ウッドロウに怒られる,Garr scolds him
06186.sfm,0x2AA0,20,,チェルシーに嫌われる,Chelsea starts hating him
06186.sfm,0x2AB5,20,,マリーに見たがられる,Mary wants to see it
06186.sfm,0x2ACA,18,,ジョニーに取られる,Johnny takes it
06186.sfm,0x2ADD,20,,コングマンに破られる,Kongman tears it up
06186.sfm,0x2AF2,41,,"「ざんげなさい！」と
おしおきされていたな","He got punished with
a 'Repent!', as I recall."
06186.sfm,0x2B1C,65,,"<Kyle>には「大人の本」は
まだ早いな
見つけても、読んだりするなよ！","'Adult books' are still too
early for you, <Kyle>.
If you find one, don't read it!"
06186.sfm,0x2B5E,82,,"マリーと、その夫、ダリス
この二人が愛の誓いの証として
そろって持っている物は何だ？","Mary and her husband Dalis
both carried something as proof
of their vow of love. What?"
06186.sfm,0x2BB1,2,,剣,A sword
06186.sfm,0x2BB4,4,,指輪,A ring
06186.sfm,0x2BB9,10,,エンブレム,An emblem
06186.sfm,0x2BC4,2,,盾,A shield
06186.sfm,0x2BC7,10,,ペンダント,A pendant
06186.sfm,0x2BD7,12,,ブレスレット,A bracelet
06186.sfm,0x2BE4,6,,ナイフ,A knife
06186.sfm,0x2BEB,101,,"記憶を失っていたマリーは、
この剣を手がかりに
記憶を取り戻すことができた
それはつらい記憶だったが････","Mary had lost her memory, and this
sword was the clue that let her
recover it. Though they were
painful memories..."
06186.sfm,0x2C51,107,,"レンズを材料に、色々な商品を
開発し、販売するオベロン社
この中でオベロン社の店で買える
レンズ製品はどれだ？","The Oberon Corporation developed and
sold all sorts of Lens products.
Which of these Lens products could
you buy at an Oberon store?"
06186.sfm,0x2CBD,16,,エナジーブレット,Energy Bullet
06186.sfm,0x2CCE,12,,エリクシール,Elixir
06186.sfm,0x2CDB,12,,アワーグラス,Hourglass
06186.sfm,0x2CE8,16,,ソーサラーリング,Sorcerer's Ring
06186.sfm,0x2CF9,12,,ルーンボトル,Rune Bottle
06186.sfm,0x2D06,66,,"レンズの力で電気を起こし、
敵にダメージを与える
攻撃用アイテムだな","An attack item that uses Lens
power to generate electricity
and damage enemies."
06186.sfm,0x2D49,30,,これは、レンズ製品ではないな。,That's not a Lens product.
06186.sfm,0x2D68,93,,"これはレンズを消費して
光線を出す指輪だが
オベロン社製品ではないし、
店でも買えないアイテムだ","That ring consumes Lens to
fire a beam, but it's not an
Oberon product, and you
can't buy it in stores."
06186.sfm,0x2DC6,28,,これは、レンズ製品ではないな,That's not a Lens product.
06186.sfm,0x2DE3,81,,"ルーティがウォルトに頼まれて
古代神殿から取ってきた
「ふるびたつえ」
この正体は？","Rutee fetched an 'Old Staff'
from the ancient temple at
Walt's request. What was it
really?"
06186.sfm,0x2E35,10,,ＢＣロッド,BC Rod
06186.sfm,0x2E40,10,,ＲＣロッド,RC Rod
06186.sfm,0x2E4B,10,,ＧＣロッド,GC Rod
06186.sfm,0x2E56,10,,ＰＣロッド,PC Rod
06186.sfm,0x2E61,91,,"ルーンボトルを使うと
これに変化する
ブルー・クリスタル・ロッド
の略で、ＢＣロッドというんだ","Use a Rune Bottle and it
turns into this. BC Rod is
short for Blue Crystal Rod."
06186.sfm,0x2EBD,93,,"ちなみに、
レッド・クリスタル・ロッド
の略で、ＲＣロッドというんだ
ある研究所で手に入るらしい","For the record, RC Rod is
short for Red Crystal Rod.
Apparently you can get one
at a certain laboratory."
06186.sfm,0x2F1B,91,,"ちなみに
グリーン･クリスタル･ロッド
の略でＧＣロッドというんだ
ある空中都市で手に入るらしい","For the record, GC Rod is
short for Green Crystal Rod.
Apparently you can get one
in a certain floating city."
06186.sfm,0x2F77,35,,"ＰＣロッドなんてアイテムは
無いぞ？","There's no such item
as a PC Rod."
06186.sfm,0x2F9B,117,,"「たね」を育てて、アイテムを
手に入れる「たね育てゲーム」
とても良いアイテムを入手できる
一番上等な「たね」はどれだ？","In the 'seed-growing game' you grow
'seeds' to get items. Which seed is
the finest, yielding the very
best items?"
06186.sfm,0x3011,16,,チャラックのたね,Charak Seed
06186.sfm,0x3022,14,,ポムポムのたね,Pompom Seed
06186.sfm,0x3031,14,,エステマのたね,Estema Seed
06186.sfm,0x3040,16,,ラナケアルのたね,Lanakeal Seed
06186.sfm,0x3051,16,,ドルゲニアのたね,Dolgenia Seed
06186.sfm,0x3062,14,,ペンペンのたね,Penpen Seed
06186.sfm,0x3071,14,,オリオラのたね,Oriola Seed
06186.sfm,0x3080,105,,"ディスク「ふうじんのちから」や
宝石「ダイヤモンド」など、
とても強力で役に立つ
珍しいアイテムが入手できる","It yields rare, powerful and useful
items like the 'Wind God's Power'
disc and the 'Diamond' gem."
06186.sfm,0x30EA,115,,"これは、主に「アップルグミ」や
「オレンジグミ」など、残念ながら
そう役に立つとはいえない
アイテムが入手できるたねだ","That seed mostly yields items like
'Apple Gummy' and 'Orange Gummy',
which unfortunately aren't
all that useful."
06186.sfm,0x315E,79,,"これは、
主に「イチゴ」や「チキン」などの
低いランクの食べ物が
入手できるたねだ","That seed mostly yields
low-rank foods like
'Strawberry' and 'Chicken'."
06186.sfm,0x31AE,79,,"これは、
主に「リンゴ」や「ＥＧＧ」などの
低いランクの食べ物が
入手できるたねだ","That seed mostly yields
low-rank foods like
'Apple' and 'Egg'."
06186.sfm,0x31FE,93,,"このたねからは
「まぐろ」や「メロン」など
高値で売れる食べ物が手に入る
だが、とても枯れやすい","That seed yields foods that
sell for a high price, like
'Tuna' and 'Melon'.
But it withers very easily."
06186.sfm,0x325C,93,,"このたねからは
「くるまえび」や「レモングミ」など
いろいろなランクの
食べ物やグミを入手できる","That seed yields foods and
gummies of various ranks, like
'Prawn' and 'Lemon Gummy'."
06186.sfm,0x32BA,113,,"だが、このたねはなかなか優秀だ
食べ物や、珍しい防具に、
ステータスを上げるハーブ類など
役に立つものが色々手に入る","That seed is fairly good, though.
It yields all sorts of useful things:
food, rare armor, and herbs
that raise your stats."
06186.sfm,0x332C,99,,"ソーディアンにディスクを
装着すると、能力がアップする
晶術「ヒール」を習得できる
ディスクはどれだ？","Attaching a disc to a Swordian
boosts its abilities. Which disc
teaches the magic arte
'Heal'?"
06186.sfm,0x3390,16,,せいじょのめぐみ,Saint's Blessing
06186.sfm,0x33A1,16,,わきあがるちから,Surging Power
06186.sfm,0x33B2,16,,てんしのほほえみ,Angel's Smile
06186.sfm,0x33C3,16,,じょうかのいのり,Prayer of Purification
06186.sfm,0x33D4,16,,ふりそそぐひかり,Raining Light
06186.sfm,0x33E5,115,,"ＨＰ中回復の「ヒール」の他に、
状態異常を治す「リカバー」、
敵を気絶させる「ピコハン」と、
色々習得できるディスクだ","Besides 'Heal', which restores a
moderate amount of HP, it teaches
'Recover' for status ailments,
'Pow Hammer' to stun enemies, and more."
06186.sfm,0x3459,89,,"ＨＰ小回復効果の
「ファーストエイド」を
習得できるディスクが、
この「わきあがるちから」だ","The disc that teaches
'First Aid', which restores
a small amount of HP, is
'Surging Power'."
06186.sfm,0x34B3,80,,"毒を消しさる「アンチドート」を
習得できるディスクが、
この「てんしのほほえみ」だ","The disc that teaches
'Antidote', which cures
poison, is 'Angel's Smile'."
06186.sfm,0x3504,78,,"状態異常を治す「リカバー」を
習得できるディスクが、
この「じょうかのいのり」だ","The disc that teaches
'Recover', which cures status
ailments, is 'Prayer of Purification'."
06186.sfm,0x3553,111,,"天から光の雨を降らせて、
敵に光属性のダメージを与える
「レイ」を習得できるディスクが
この「ふりそそぐひかり」だ","The disc that teaches 'Ray',
which rains light from the heavens
for light-element damage,
is 'Raining Light'."
06186.sfm,0x35C3,88,,"最初に巨大レンズ「神の眼」を
盗んだのは、ストレイライズ神殿の
大司祭だったが、その名は？","The first to steal the giant Lens,
the 'Eye of Atamoni', was the High
Priest of Straylize Temple.
What was his name?"
06186.sfm,0x361C,8,,グレバム,Lydon
06186.sfm,0x3625,8,,アイルツ,Airts
06186.sfm,0x362E,10,,バティスタ,Batista
06186.sfm,0x3639,12,,ティベリウス,Tiberius
06186.sfm,0x3646,99,,"グレバム・バーンハルト
ストレイライズ神殿に
安置されていた「神の眼」を盗み、
世界征服を企んだヤツだ","Lydon Bernhardt.
He stole the 'Eye of Atamoni'
enshrined in Straylize Temple
and plotted to conquer the world."
06186.sfm,0x36AA,54,,"フィールドマップで
「さんりんしゃ」に乗ると
どうなる？","What happens when you ride
the 'Tricycle' on the
world map?"
